#! FIELDS t ff1 dff1_t
#! SET normalisation  1.000000
#! SET min_t -3.14
#! SET max_t 3.14
#! SET nbins_t  300
#! SET periodic_t true
 0.104667 24.640800 -8.472314
 0.125600 24.457087 -9.067050
 0.146533 24.261844 -9.630736
 0.167467 24.054210 -10.165083
 0.188400 23.835596 -10.670284
 0.209333 23.607734 -11.132340
 0.230267 23.370170 -11.550274
 0.251200 23.124357 -11.928132
 0.272133 22.871094 -12.265449
 0.293067 22.611020 -12.548822
 0.314000 22.345671 -12.789934
 0.334933 22.075587 -12.974694
 0.355867 21.802233 -13.111805
 0.376800 21.526943 -13.197976
 0.397733 21.250531 -13.230294
 0.418667 20.973445 -13.211765
 0.439600 20.697147 -13.147074
 0.460533 20.423049 -13.030004
 0.481467 20.151657 -12.868430
 0.502400 19.884217 -12.663010
 0.523333 19.621662 -12.419172
 0.544267 19.364523 -12.134428
 0.565200 19.113853 -11.809917
 0.586133 18.870445 -11.453140
 0.607067 18.634894 -11.067573
 0.628000 18.407580 -10.650882
 0.648933 18.188920 -10.209985
 0.669867 17.979822 -9.749408
 0.690800 17.780647 -9.268683
 0.711733 17.591891 -8.771824
 0.732667 17.413546 -8.264446
 0.753600 17.245997 -7.743435
 0.774533 17.089515 -7.215090
 0.795467 16.944018 -6.677689
 0.816400 16.810014 -6.138789
 0.837333 16.687271 -5.594366
 0.858267 16.576091 -5.049779
 0.879200 16.475975 -4.502132
 0.900133 16.387568 -3.957295
 0.921067 16.310438 -3.414295
 0.942000 16.244495 -2.874291
 0.962933 16.190022 -2.332979
 0.983867 16.146847 -1.795396
 1.004800 16.114841 -1.262545
 1.025733 16.094187 -0.730621
 1.046667 16.084607 -0.201008
 1.067600 16.086006 0.326625
 1.088533 16.098484 0.854134
 1.109467 16.121906 1.377217
 1.130400 16.156436 1.903621
 1.151333 16.201890 2.428775
 1.172267 16.258127 2.951461
 1.193200 16.325448 3.476072
 1.214133 16.403839 4.001808
 1.235067 16.493257 4.524166
 1.256000 16.593622 5.047665
 1.276933 16.704799 5.573756
 1.297867 16.827267 6.095165
 1.318800 16.960377 6.618230
 1.339733 17.104378 7.139651
 1.360667 17.259331 7.656681
 1.381600 17.425031 8.165360
 1.402533 17.601338 8.669845
 1.423467 17.788138 9.164893
 1.444400 17.985476 9.648734
 1.465333 18.192409 10.122367
 1.486267 18.409302 10.578334
 1.507200 18.635676 11.016658
 1.528133 18.870740 11.432365
 1.549067 19.114575 11.824047
